crop_type,rainfall,temperature,fertilizer,nitrogen,phosphorus,potassium,total_npk,n_proportion,p_proportion,temperature_squared,rainfall_fertilizer_interaction,yield
Soybean,995.0,37.0,84.0,88.0,23.0,23.0,134.0,0.6567164179104478,0.17164179104477612,1369.0,83580.0,5.3
Rice,1279.0,32.0,83.0,75.0,19.0,14.0,108.0,0.6944444444444444,0.17592592592592593,1024.0,106157.0,10.8
Sorghum,1128.0,21.0,96.0,61.0,18.0,20.0,99.0,0.6161616161616161,0.18181818181818182,441.0,108288.0,5.1
Sorghum,741.0,28.0,73.0,61.0,17.0,11.0,89.0,0.6853932584269663,0.19101123595505617,784.0,54093.0,12.9
Wheat,796.0,21.0,71.0,62.0,17.0,17.0,96.0,0.6458333333333334,0.17708333333333334,441.0,56516.0,8.1
Soybean,1098.0,28.0,54.0,67.0,26.0,20.0,113.0,0.5929203539823009,0.23008849557522124,784.0,59292.0,5.4
Wheat,418.0,20.0,82.0,83.0,19.0,22.0,124.0,0.6693548387096774,0.1532258064516129,400.0,34276.0,10.9
Soybean,576.0,30.0,85.0,87.0,24.0,11.0,122.0,0.7131147540983607,0.19672131147540983,900.0,48960.0,9.0
Rice,1011.0,22.0,96.0,74.0,15.0,12.0,101.0,0.7326732673267327,0.1485148514851485,484.0,97056.0,14.7
Sorghum,795.0,39.0,69.0,66.0,19.0,23.0,108.0,0.6111111111111112,0.17592592592592593,1521.0,54855.0,10.4
Wheat,844.0,23.0,68.0,65.0,20.0,19.0,104.0,0.625,0.19230769230769232,529.0,57392.0,7.8
Rice,632.0,37.0,84.0,68.0,21.0,10.0,99.0,0.6868686868686869,0.21212121212121213,1369.0,53088.0,12.1
Sorghum,1314.0,25.0,92.0,79.0,26.0,20.0,125.0,0.632,0.208,625.0,120888.0,7.7
Soybean,475.0,22.0,66.0,87.0,23.0,11.0,121.0,0.71900826446281,0.19008264462809918,484.0,31350.0,14.0
Sorghum,664.0,30.0,94.0,60.0,17.0,23.0,100.0,0.6,0.17,900.0,62416.0,8.7
Rice,854.0,34.0,92.0,67.0,29.0,16.0,112.0,0.5982142857142857,0.25892857142857145,1156.0,78568.0,10.5
Wheat,1195.0,24.0,83.0,82.0,16.0,19.0,117.0,0.7008547008547008,0.13675213675213677,576.0,99185.0,5.5
Wheat,1117.0,39.0,58.0,82.0,28.0,11.0,121.0,0.6776859504132231,0.23140495867768596,1521.0,64786.0,9.3
Sorghum,1134.0,29.0,75.0,62.0,17.0,15.0,94.0,0.6595744680851063,0.18085106382978725,841.0,85050.0,13.3
Rice,783.0,31.0,51.0,63.0,26.0,24.0,113.0,0.5575221238938053,0.23008849557522124,961.0,39933.0,13.1
Corn,963.0,34.0,58.0,85.0,23.0,12.0,120.0,0.7083333333333334,0.19166666666666668,1156.0,55854.0,7.2
Soybean,1250.0,36.0,58.0,84.0,26.0,13.0,123.0,0.6829268292682927,0.21138211382113822,1296.0,72500.0,7.3
Soybean,905.0,29.0,89.0,74.0,21.0,20.0,115.0,0.6434782608695652,0.1826086956521739,841.0,80545.0,13.2
Rice,766.0,25.0,66.0,65.0,23.0,24.0,112.0,0.5803571428571429,0.20535714285714285,625.0,50556.0,14.3
Corn,543.0,37.0,50.0,74.0,27.0,22.0,123.0,0.6016260162601627,0.21951219512195122,1369.0,27150.0,6.0
Wheat,1284.0,32.0,74.0,80.0,16.0,17.0,113.0,0.7079646017699115,0.1415929203539823,1024.0,95016.0,9.5
Barley,468.0,22.0,92.0,62.0,19.0,23.0,104.0,0.5961538461538461,0.18269230769230768,484.0,43056.0,8.4
Barley,498.0,29.0,89.0,84.0,27.0,12.0,123.0,0.6829268292682927,0.21951219512195122,841.0,44322.0,13.7
Rice,795.0,33.0,91.0,80.0,18.0,19.0,117.0,0.6837606837606838,0.15384615384615385,1089.0,72345.0,5.8
Corn,424.0,25.0,74.0,80.0,29.0,15.0,124.0,0.6451612903225806,0.23387096774193547,625.0,31376.0,7.1
Corn,1347.0,22.0,88.0,73.0,16.0,10.0,99.0,0.7373737373737373,0.16161616161616163,484.0,118536.0,12.5
Soybean,1290.0,35.0,84.0,79.0,23.0,16.0,118.0,0.6694915254237288,0.19491525423728814,1225.0,108360.0,5.5
Wheat,868.0,26.0,52.0,73.0,23.0,17.0,113.0,0.6460176991150443,0.20353982300884957,676.0,45136.0,9.9
Sorghum,883.0,39.0,99.0,63.0,20.0,20.0,103.0,0.6116504854368932,0.1941747572815534,1521.0,87417.0,9.4
Corn,964.0,33.0,86.0,71.0,25.0,23.0,119.0,0.5966386554621849,0.21008403361344538,1089.0,82904.0,8.3
Sorghum,550.0,28.0,93.0,76.0,20.0,17.0,113.0,0.672566371681416,0.17699115044247787,784.0,51150.0,8.9
Barley,543.0,34.0,93.0,66.0,22.0,12.0,100.0,0.66,0.22,1156.0,50499.0,10.3
Sorghum,968.0,22.0,79.0,68.0,20.0,23.0,111.0,0.6126126126126126,0.18018018018018017,484.0,76472.0,6.6
Wheat,438.0,21.0,87.0,62.0,15.0,19.0,96.0,0.6458333333333334,0.15625,441.0,38106.0,10.7
Wheat,508.0,21.0,83.0,87.0,18.0,10.0,115.0,0.7565217391304347,0.1565217391304348,441.0,42164.0,13.1
Sorghum,1092.0,22.0,61.0,72.0,27.0,18.0,117.0,0.6153846153846154,0.23076923076923078,484.0,66612.0,12.6
Rice,441.0,37.0,68.0,74.0,21.0,22.0,117.0,0.6324786324786325,0.1794871794871795,1369.0,29988.0,6.5
Corn,585.0,33.0,86.0,77.0,27.0,15.0,119.0,0.6470588235294118,0.226890756302521,1089.0,50310.0,6.5
Rice,1334.0,39.0,93.0,78.0,27.0,20.0,125.0,0.624,0.216,1521.0,124062.0,7.7
Sorghum,797.0,37.0,98.0,60.0,16.0,18.0,94.0,0.6382978723404256,0.1702127659574468,1369.0,78106.0,8.6
Corn,622.0,29.0,66.0,65.0,23.0,16.0,104.0,0.625,0.22115384615384615,841.0,41052.0,9.1
Soybean,1033.0,21.0,59.0,86.0,22.0,10.0,118.0,0.7288135593220338,0.1864406779661017,441.0,60947.0,11.8
Rice,532.0,20.0,98.0,86.0,22.0,21.0,129.0,0.6666666666666666,0.17054263565891473,400.0,52136.0,5.6
Rice,562.0,23.0,96.0,82.0,21.0,21.0,124.0,0.6612903225806451,0.1693548387096774,529.0,53952.0,5.3
Sorghum,614.0,33.0,61.0,86.0,18.0,10.0,114.0,0.7543859649122807,0.15789473684210525,1089.0,37454.0,8.9
Barley,1132.0,20.0,65.0,86.0,16.0,15.0,117.0,0.7350427350427351,0.13675213675213677,400.0,73580.0,12.0
Sorghum,634.0,33.0,73.0,61.0,17.0,14.0,92.0,0.6630434782608695,0.18478260869565216,1089.0,46282.0,6.9
Rice,1242.0,35.0,68.0,83.0,26.0,18.0,127.0,0.6535433070866141,0.2047244094488189,1225.0,84456.0,11.4
Corn,1057.0,33.0,57.0,73.0,20.0,11.0,104.0,0.7019230769230769,0.19230769230769232,1089.0,60249.0,7.6
Barley,1150.0,39.0,80.0,65.0,26.0,17.0,108.0,0.6018518518518519,0.24074074074074073,1521.0,92000.0,13.9
Sorghum,987.0,22.0,70.0,73.0,26.0,20.0,119.0,0.6134453781512605,0.2184873949579832,484.0,69090.0,14.0
Sorghum,408.0,22.0,66.0,63.0,19.0,14.0,96.0,0.65625,0.19791666666666666,484.0,26928.0,8.0
Rice,473.0,28.0,72.0,80.0,26.0,11.0,117.0,0.6837606837606838,0.2222222222222222,784.0,34056.0,7.3
Rice,1353.0,25.0,86.0,67.0,22.0,22.0,111.0,0.6036036036036037,0.1981981981981982,625.0,116358.0,9.1
Soybean,891.0,32.0,65.0,89.0,20.0,19.0,128.0,0.6953125,0.15625,1024.0,57915.0,7.4
Sorghum,1312.0,21.0,55.0,62.0,20.0,20.0,102.0,0.6078431372549019,0.19607843137254902,441.0,72160.0,11.7
Rice,652.0,27.0,57.0,78.0,15.0,20.0,113.0,0.6902654867256637,0.13274336283185842,729.0,37164.0,13.3
Wheat,629.0,21.0,74.0,89.0,18.0,21.0,128.0,0.6953125,0.140625,441.0,46546.0,11.7
Barley,918.0,23.0,67.0,73.0,19.0,15.0,107.0,0.6822429906542056,0.17757009345794392,529.0,61506.0,13.2
Wheat,573.0,34.0,74.0,86.0,26.0,19.0,131.0,0.6564885496183206,0.1984732824427481,1156.0,42402.0,9.0
Barley,1052.0,23.0,61.0,79.0,25.0,17.0,121.0,0.6528925619834711,0.2066115702479339,529.0,64172.0,6.6
Sorghum,567.0,32.0,64.0,76.0,17.0,13.0,106.0,0.7169811320754716,0.16037735849056603,1024.0,36288.0,12.4
Soybean,569.0,31.0,75.0,84.0,27.0,11.0,122.0,0.6885245901639344,0.22131147540983606,961.0,42675.0,8.6
Rice,792.0,32.0,90.0,67.0,23.0,21.0,111.0,0.6036036036036037,0.2072072072072072,1024.0,71280.0,11.7
Rice,1345.0,33.0,94.0,83.0,15.0,20.0,118.0,0.7033898305084746,0.1271186440677966,1089.0,126430.0,7.7
Rice,1194.0,39.0,75.0,73.0,20.0,14.0,107.0,0.6822429906542056,0.18691588785046728,1521.0,89550.0,5.8
Sorghum,1033.0,37.0,96.0,85.0,20.0,24.0,129.0,0.6589147286821705,0.15503875968992248,1369.0,99168.0,14.9
Barley,593.0,25.0,81.0,65.0,24.0,21.0,110.0,0.5909090909090909,0.21818181818181817,625.0,48033.0,6.6
Rice,916.0,30.0,59.0,82.0,19.0,11.0,112.0,0.7321428571428571,0.16964285714285715,900.0,54044.0,14.9
Wheat,428.0,21.0,65.0,81.0,26.0,11.0,118.0,0.6864406779661016,0.22033898305084745,441.0,27820.0,14.8
Rice,564.0,38.0,56.0,75.0,29.0,24.0,128.0,0.5859375,0.2265625,1444.0,31584.0,12.9
Sorghum,821.0,38.0,66.0,84.0,19.0,15.0,118.0,0.711864406779661,0.16101694915254236,1444.0,54186.0,11.6
Soybean,738.0,24.0,72.0,78.0,24.0,20.0,122.0,0.639344262295082,0.19672131147540983,576.0,53136.0,10.8
Wheat,1047.0,38.0,75.0,73.0,28.0,19.0,120.0,0.6083333333333333,0.23333333333333334,1444.0,78525.0,13.7
Rice,895.0,21.0,70.0,78.0,27.0,18.0,123.0,0.6341463414634146,0.21951219512195122,441.0,62650.0,7.9
Rice,764.0,29.0,71.0,62.0,19.0,22.0,103.0,0.6019417475728155,0.18446601941747573,841.0,54244.0,9.7
Corn,1232.0,21.0,56.0,69.0,20.0,13.0,102.0,0.6764705882352942,0.19607843137254902,441.0,68992.0,11.2
Barley,741.0,30.0,63.0,78.0,22.0,15.0,115.0,0.6782608695652174,0.19130434782608696,900.0,46683.0,9.1
Wheat,899.0,37.0,64.0,68.0,16.0,16.0,100.0,0.68,0.16,1369.0,57536.0,9.3
Corn,1056.0,34.0,56.0,87.0,20.0,22.0,129.0,0.6744186046511628,0.15503875968992248,1156.0,59136.0,8.3
Soybean,910.0,28.0,58.0,79.0,15.0,20.0,114.0,0.6929824561403509,0.13157894736842105,784.0,52780.0,10.6
Barley,726.0,38.0,97.0,72.0,18.0,15.0,105.0,0.6857142857142857,0.17142857142857143,1444.0,70422.0,13.5
Wheat,616.0,28.0,57.0,66.0,28.0,17.0,111.0,0.5945945945945946,0.25225225225225223,784.0,35112.0,7.0
Rice,700.0,22.0,99.0,73.0,24.0,13.0,110.0,0.6636363636363637,0.21818181818181817,484.0,69300.0,14.3
Wheat,531.0,28.0,72.0,68.0,17.0,21.0,106.0,0.6415094339622641,0.16037735849056603,784.0,38232.0,11.9
Rice,1203.0,33.0,78.0,86.0,23.0,24.0,133.0,0.6466165413533834,0.17293233082706766,1089.0,93834.0,13.2
Barley,469.0,38.0,67.0,87.0,17.0,10.0,114.0,0.7631578947368421,0.14912280701754385,1444.0,31423.0,10.6
Rice,651.0,26.0,80.0,82.0,29.0,16.0,127.0,0.6456692913385826,0.2283464566929134,676.0,52080.0,12.8
Soybean,814.0,35.0,79.0,84.0,20.0,12.0,116.0,0.7241379310344828,0.1724137931034483,1225.0,64306.0,5.2
Sorghum,1186.0,35.0,88.0,87.0,15.0,23.0,125.0,0.696,0.12,1225.0,104368.0,13.2
Rice,844.0,20.0,84.0,78.0,26.0,15.0,119.0,0.6554621848739496,0.2184873949579832,400.0,70896.0,5.4
Soybean,1275.0,23.0,67.0,74.0,20.0,11.0,105.0,0.7047619047619048,0.19047619047619047,529.0,85425.0,13.9
Sorghum,581.0,23.0,91.0,79.0,18.0,18.0,115.0,0.6869565217391305,0.1565217391304348,529.0,52871.0,14.9
Barley,566.0,26.0,88.0,73.0,22.0,10.0,105.0,0.6952380952380952,0.20952380952380953,676.0,49808.0,7.9
Barley,490.0,27.0,66.0,83.0,27.0,15.0,125.0,0.664,0.216,729.0,32340.0,7.1
Wheat,1113.0,36.0,63.0,65.0,25.0,15.0,105.0,0.6190476190476191,0.23809523809523808,1296.0,70119.0,12.7
Soybean,1257.0,24.0,80.0,80.0,23.0,14.0,117.0,0.6837606837606838,0.19658119658119658,576.0,100560.0,7.5
Soybean,930.0,26.0,73.0,88.0,18.0,22.0,128.0,0.6875,0.140625,676.0,67890.0,13.7
Corn,438.0,39.0,84.0,63.0,24.0,14.0,101.0,0.6237623762376238,0.2376237623762376,1521.0,36792.0,6.0
Corn,525.0,39.0,93.0,67.0,26.0,10.0,103.0,0.6504854368932039,0.2524271844660194,1521.0,48825.0,6.3
Sorghum,850.0,23.0,94.0,76.0,24.0,19.0,119.0,0.6386554621848739,0.20168067226890757,529.0,79900.0,14.8
Sorghum,572.0,25.0,83.0,89.0,20.0,21.0,130.0,0.6846153846153846,0.15384615384615385,625.0,47476.0,11.7
Corn,1052.0,26.0,52.0,68.0,15.0,14.0,97.0,0.7010309278350515,0.15463917525773196,676.0,54704.0,13.5
Sorghum,1153.0,37.0,86.0,60.0,18.0,11.0,89.0,0.6741573033707865,0.20224719101123595,1369.0,99158.0,8.2
Rice,619.0,24.0,92.0,83.0,21.0,16.0,120.0,0.6916666666666667,0.175,576.0,56948.0,11.8
Corn,1037.0,39.0,89.0,79.0,26.0,12.0,117.0,0.6752136752136753,0.2222222222222222,1521.0,92293.0,10.9
Soybean,457.0,22.0,75.0,84.0,29.0,22.0,135.0,0.6222222222222222,0.21481481481481482,484.0,34275.0,11.0
Rice,1059.0,26.0,72.0,73.0,15.0,24.0,112.0,0.6517857142857143,0.13392857142857142,676.0,76248.0,11.8
Sorghum,875.0,33.0,93.0,70.0,22.0,13.0,105.0,0.6666666666666666,0.20952380952380953,1089.0,81375.0,10.8
Barley,855.0,26.0,88.0,80.0,26.0,12.0,118.0,0.6779661016949152,0.22033898305084745,676.0,75240.0,9.3
Wheat,1228.0,24.0,64.0,62.0,24.0,12.0,98.0,0.6326530612244898,0.24489795918367346,576.0,78592.0,7.8
Corn,1294.0,24.0,98.0,68.0,26.0,13.0,107.0,0.6355140186915887,0.24299065420560748,576.0,126812.0,12.7
Barley,760.0,21.0,53.0,86.0,25.0,14.0,125.0,0.688,0.2,441.0,40280.0,7.3
Sorghum,1334.0,25.0,78.0,73.0,20.0,10.0,103.0,0.7087378640776699,0.1941747572815534,625.0,104052.0,11.9
Soybean,400.0,34.0,71.0,89.0,19.0,13.0,121.0,0.7355371900826446,0.15702479338842976,1156.0,28400.0,7.3
Wheat,786.0,29.0,74.0,68.0,24.0,21.0,113.0,0.6017699115044248,0.21238938053097345,841.0,58164.0,11.3
Barley,1372.0,26.0,62.0,63.0,25.0,21.0,109.0,0.5779816513761468,0.22935779816513763,676.0,85064.0,12.5
Wheat,747.0,24.0,67.0,86.0,29.0,20.0,135.0,0.6370370370370371,0.21481481481481482,576.0,50049.0,7.2
